id,link,created_at,type,usage,status,payroll,version,payments,sender_id,tax_amount,receiver_id,sender_name,collected_at,invoice_date,invoice_type,payment_type,total_amount,exchange_rate,receiver_name,payment_method,place_of_issue,discount_amount,invoice_details,subtotal_amount,certification_date,invoice_identification,certification_authority
3d7a6e79-203b-4abc-b551-ecfa63dbc3c1,c4432b21-b248-4bff-ab46-05ec06a22da1,2025-07-31T12:00:44.246247Z,OUTFLOW,G03,Vigent,"{'days': None, 'type': None, 'amount': 40.2, 'date_to': '2025-05-13', 'version': '1.2', 'date_from': '2025-07-29', 'periodicity': 'WEEKLY', 'collected_at': '2025-07-31T12:00:01.819808Z', 'payment_date': '2025-07-30', 'other_payments': [], 'tax_deductions': [], 'earnings_breakdown': []}",3.3,[],IAJN471223FFZ,6021.83,MIN5407037IZ,Emisor 5395,2025-07-31T12:00:02.011094Z,2023-01-28,Egreso,08,37319.29,1,Receptor 2676,PUE,11000,6339.0,"[{'quantity': 2, 'unit_code': 'E48', 'tax_amount': 637.74, 'description': 'Servicios de mensajería.', 'unit_amount': 1992.94, 'collected_at': '2025-07-31T12:00:01.821589Z', 'expense_type': None, 'payment_type': None, 'total_amount': 4623.62, 'payment_method': None, 'pre_tax_amount': 3985.88, 'retained_taxes': [], 'tax_percentage': 16.0, 'unit_description': 'Producto 5D38', 'invoice_identification': None, 'product_identification': '447417118', 'payment_type_description': None, 'payment_method_description': None}, {'quantity': 3, 'unit_code': 'E48', 'tax_amount': 2836.54, 'description': 'Servicios de mensajería.', 'unit_amount': 5909.46, 'collected_at': '2025-07-31T12:00:01.821589Z', 'expense_type': None, 'payment_type': None, 'total_amount': 20564.92, 'payment_method': None, 'pre_tax_amount': 17728.38, 'retained_taxes': [], 'tax_percentage': 16.0, 'unit_description': 'Producto 4DAC', 'invoice_identification': None, 'product_identification': '269992345', 'payment_type_description': None, 'payment_method_description': None}, {'quantity': 7, 'unit_code': 'E48', 'tax_amount': 2547.55, 'description': 'Servicios de mensajería.', 'unit_amount': 2274.6, 'collected_at': '2025-07-31T12:00:01.821589Z', 'expense_type': None, 'payment_type': None, 'total_amount': 18469.75, 'payment_method': None, 'pre_tax_amount': 15922.2, 'retained_taxes': [], 'tax_percentage': 16.0, 'unit_description': 'Producto 4D29', 'invoice_identification': None, 'product_identification': '964237192', 'payment_type_description': None, 'payment_method_description': None}]",37636.46,2025-06-22T22:38:10.145100,a39441b6-e983-dd46-ea28-878993e663d,ee1c1da8ff75d
cc4ffdb9-b4df-4305-8c71-1b1b9b045b3e,c4432b21-b248-4bff-ab46-05ec06a22da1,2025-07-31T12:00:44.246225Z,INFLOW,G03,Vigent,"{'days': None, 'type': None, 'amount': 40.2, 'date_to': '2025-05-13', 'version': '1.2', 'date_from': '2025-07-29', 'periodicity': 'WEEKLY', 'collected_at': '2025-07-31T12:00:01.819808Z', 'payment_date': '2025-07-30', 'other_payments': [], 'tax_deductions': [], 'earnings_breakdown': []}",3.3,[],FILJ321027JR0,1127.09,GQL2309189R9,Emisor D182,2025-07-31T12:00:02.011094Z,2023-04-17,Egreso,23,6756.39,1,Receptor C314,PUE,11000,1415.0,"[{'quantity': 5, 'unit_code': 'E48', 'tax_amount': 1127.09, 'description': 'Servicios de mensajería.', 'unit_amount': 1408.86, 'collected_at': '2025-07-31T12:00:01.821589Z', 'expense_type': None, 'payment_type': None, 'total_amount': 8171.39, 'payment_method': None, 'pre_tax_amount': 7044.3, 'retained_taxes': [], 'tax_percentage': 16.0, 'unit_description': 'Producto F41B', 'invoice_identification': None, 'product_identification': '727373978', 'payment_type_description': None, 'payment_method_description': None}]",7044.3,2025-05-22T03:48:29.115847,8888e3dc-4c64-a5fc-effc-762eb417646,d5127f9e85eca
be842c86-8299-47b5-b4ab-8c7b1b3bed23,c4432b21-b248-4bff-ab46-05ec06a22da1,2025-07-31T12:00:44.246203Z,INFLOW,G03,Vigent,"{'days': None, 'type': None, 'amount': 40.2, 'date_to': '2025-05-13', 'version': '1.2', 'date_from': '2025-07-29', 'periodicity': 'WEEKLY', 'collected_at': '2025-07-31T12:00:01.819808Z', 'payment_date': '2025-07-30', 'other_payments': [], 'tax_deductions': [], 'earnings_breakdown': []}",3.3,"[{'date': '2025-07-09T08:43:10.932977', 'amount': 4584.37, 'currency': None, 'payer_rfc': '72BA176D9A', 'collected_at': '2025-07-31T12:00:01.957031Z', 'payment_type': '30', 'exchange_rate': None, 'beneficiary_rfc': '777DE3C7C', 'payer_bank_name': 'BANK', 'operation_number': '58817444', 'related_documents': [{'currency': None, 'amount_paid': 4584.37, 'installment': '3', 'collected_at': '2025-07-31T12:00:01.822927Z', 'exchange_rate': None, 'payment_method': 'PPD', 'previous_balance': 5366.86, 'outstanding_balance': 782.49, 'invoice_identification': '1fddaabd-4ed9-75de-3aba-8ffb3c9fb35'}], 'payer_account_number': '993611729971', 'beneficiary_account_number': '556593398264'}]",JAYO880824POG,0.0,PLM200519J65,Emisor EF84,2025-07-31T12:00:02.011094Z,2023-11-26,Pago,30,0.0,1,Receptor 3F4C,PPD,11000,0.0,"[{'quantity': 1, 'unit_code': 'ACT', 'tax_amount': 0.0, 'description': 'Pago', 'unit_amount': 0, 'collected_at': '2025-07-31T12:00:01.821589Z', 'expense_type': None, 'payment_type': None, 'total_amount': 0.0, 'payment_method': None, 'pre_tax_amount': 0, 'retained_taxes': [], 'tax_percentage': 0, 'unit_description': 'Producto A2FA', 'invoice_identification': None, 'product_identification': '84111506', 'payment_type_description': None, 'payment_method_description': None}]",0.0,2025-06-16T02:53:35.226044,bc266bb2-1164-57bd-e695-38526f22a71,329ab5584c8d4
7c265adc-0d26-413e-8080-bee05a237ec8,c4432b21-b248-4bff-ab46-05ec06a22da1,2025-07-31T12:00:44.246181Z,OUTFLOW,G03,Vigent,"{'days': None, 'type': None, 'amount': 40.2, 'date_to': '2025-05-13', 'version': '1.2', 'date_from': '2025-07-29', 'periodicity': 'WEEKLY', 'collected_at': '2025-07-31T12:00:01.819808Z', 'payment_date': '2025-07-30', 'other_payments': [], 'tax_deductions': [], 'earnings_breakdown': []}",3.3,[],AONT210206TR1,14637.83,FJN181004KVY,Emisor EAA8,2025-07-31T12:00:02.011094Z,2023-04-23,Egreso,24,73308.3,1,Receptor B2C4,PUE,11000,32816.0,"[{'quantity': 4, 'unit_code': 'E48', 'tax_amount': 3079.83, 'description': 'Servicios de mensajería.', 'unit_amount': 4812.24, 'collected_at': '2025-07-31T12:00:01.821589Z', 'expense_type': None, 'payment_type': None, 'total_amount': 22328.79, 'payment_method': None, 'pre_tax_amount': 19248.96, 'retained_taxes': [], 'tax_percentage': 16.0, 'unit_description': 'Producto 9DFF', 'invoice_identification': None, 'product_identification': '814494964', 'payment_type_description': None, 'payment_method_description': None}, {'quantity': 3, 'unit_code': 'E48', 'tax_amount': 2256.14, 'description': 'Servicios de mensajería.', 'unit_amount': 4700.3, 'collected_at': '2025-07-31T12:00:01.821589Z', 'expense_type': None, 'payment_type': None, 'total_amount': 16357.04, 'payment_method': None, 'pre_tax_amount': 14100.9, 'retained_taxes': [], 'tax_percentage': 16.0, 'unit_description': 'Producto 833A', 'invoice_identification': None, 'product_identification': '922685218', 'payment_type_description': None, 'payment_method_description': None}, {'quantity': 9, 'unit_code': 'E48', 'tax_amount': 6930.52, 'description': 'Servicios de mensajería.', 'unit_amount': 4812.86, 'collected_at': '2025-07-31T12:00:01.821589Z', 'expense_type': None, 'payment_type': None, 'total_amount': 50246.26, 'payment_method': None, 'pre_tax_amount': 43315.74, 'retained_taxes': [], 'tax_percentage': 16.0, 'unit_description': 'Producto 3E99', 'invoice_identification': None, 'product_identification': '135232716', 'payment_type_description': None, 'payment_method_description': None}, {'quantity': 3, 'unit_code': 'E48', 'tax_amount': 2160.59, 'description': 'Servicios de mensajería.', 'unit_amount': 4501.23, 'collected_at': '2025-07-31T12:00:01.821589Z', 'expense_type': None, 'payment_type': None, 'total_amount': 15664.28, 'payment_method': None, 'pre_tax_amount': 13503.69, 'retained_taxes': [], 'tax_percentage': 16.0, 'unit_description': 'Producto 239F', 'invoice_identification': None, 'product_identification': '873693713', 'payment_type_description': None, 'payment_method_description': None}, {'quantity': 1, 'unit_code': 'E48', 'tax_amount': 210.75, 'description': 'Servicios de mensajería.', 'unit_amount': 1317.18, 'collected_at': '2025-07-31T12:00:01.821589Z', 'expense_type': None, 'payment_type': None, 'total_amount': 1527.93, 'payment_method': None, 'pre_tax_amount': 1317.18, 'retained_taxes': [], 'tax_percentage': 16.0, 'unit_description': 'Producto DCDD', 'invoice_identification': None, 'product_identification': '388996758', 'payment_type_description': None, 'payment_method_description': None}]",91486.47,2025-05-23T09:53:58.527637,98583434-54f7-2a26-4c4f-d5ec736da2c,218ce9fc1c858
f017c4a5-7859-4e92-8c39-49664b31a083,c4432b21-b248-4bff-ab46-05ec06a22da1,2025-07-31T12:00:44.246158Z,OUTFLOW,G03,Vigent,"{'days': None, 'type': None, 'amount': 40.2, 'date_to': '2025-05-13', 'version': '1.2', 'date_from': '2025-07-29', 'periodicity': 'WEEKLY', 'collected_at': '2025-07-31T12:00:01.819808Z', 'payment_date': '2025-07-30', 'other_payments': [], 'tax_deductions': [], 'earnings_breakdown': []}",3.3,[],XAWF111006RKS,22077.34,MNG860913BF4,Emisor C6E2,2025-07-31T12:00:02.011094Z,2023-09-24,Ingreso,30,128802.77,1,Receptor 25B8,PPD,11000,31258.0,"[{'quantity': 9, 'unit_code': 'E48', 'tax_amount': 12578.24, 'description': 'Servicios de mensajería.', 'unit_amount': 8734.89, 'collected_at': '2025-07-31T12:00:01.821589Z', 'expense_type': None, 'payment_type': None, 'total_amount': 91192.25, 'payment_method': None, 'pre_tax_amount': 78614.01, 'retained_taxes': [], 'tax_percentage': 16.0, 'unit_description': 'Producto F8D2', 'invoice_identification': None, 'product_identification': '245843139', 'payment_type_description': None, 'payment_method_description': None}, {'quantity': 6, 'unit_code': 'E48', 'tax_amount': 6060.87, 'description': 'Servicios de mensajería.', 'unit_amount': 6313.41, 'collected_at': '2025-07-31T12:00:01.821589Z', 'expense_type': None, 'payment_type': None, 'total_amount': 43941.33, 'payment_method': None, 'pre_tax_amount': 37880.46, 'retained_taxes': [], 'tax_percentage': 16.0, 'unit_description': 'Producto 244E', 'invoice_identification': None, 'product_identification': '729628752', 'payment_type_description': None, 'payment_method_description': None}, {'quantity': 8, 'unit_code': 'E48', 'tax_amount': 3438.23, 'description': 'Servicios de mensajería.', 'unit_amount': 2686.12, 'collected_at': '2025-07-31T12:00:01.821589Z', 'expense_type': None, 'payment_type': None, 'total_amount': 24927.19, 'payment_method': None, 'pre_tax_amount': 21488.96, 'retained_taxes': [], 'tax_percentage': 16.0, 'unit_description': 'Producto F3A9', 'invoice_identification': None, 'product_identification': '651937327', 'payment_type_description': None, 'payment_method_description': None}]",137983.43,2025-06-19T13:16:18.221818,36b26d96-fceb-6e4f-ef52-fd42be5e2cd,92716e6df58d3
c53f5e46-d5e4-41bc-864f-40388b1a9f3c,c4432b21-b248-4bff-ab46-05ec06a22da1,2025-07-31T12:00:44.246135Z,OUTFLOW,G03,Vigent,"{'days': None, 'type': None, 'amount': 40.2, 'date_to': '2025-05-13', 'version': '1.2', 'date_from': '2025-07-29', 'periodicity': 'WEEKLY', 'collected_at': '2025-07-31T12:00:01.819808Z', 'payment_date': '2025-07-30', 'other_payments': [], 'tax_deductions': [], 'earnings_breakdown': []}",3.3,[],JIKT740311G5D,5658.35,FCV221008QIH,Emisor A772,2025-07-31T12:00:02.011094Z,2023-03-20,Ingreso,26,26149.03,1,Receptor 7DE3,PUE,11000,14874.0,"[{'quantity': 1, 'unit_code': 'E48', 'tax_amount': 1462.91, 'description': 'Servicios de mensajería.', 'unit_amount': 9143.18, 'collected_at': '2025-07-31T12:00:01.821589Z', 'expense_type': None, 'payment_type': None, 'total_amount': 10606.09, 'payment_method': None, 'pre_tax_amount': 9143.18, 'retained_taxes': [], 'tax_percentage': 16.0, 'unit_description': 'Producto 3CD2', 'invoice_identification': None, 'product_identification': '771626141', 'payment_type_description': None, 'payment_method_description': None}, {'quantity': 6, 'unit_code': 'E48', 'tax_amount': 4195.44, 'description': 'Servicios de mensajería.', 'unit_amount': 4370.25, 'collected_at': '2025-07-31T12:00:01.821589Z', 'expense_type': None, 'payment_type': None, 'total_amount': 30416.94, 'payment_method': None, 'pre_tax_amount': 26221.5, 'retained_taxes': [], 'tax_percentage': 16.0, 'unit_description': 'Producto 57FF', 'invoice_identification': None, 'product_identification': '391533328', 'payment_type_description': None, 'payment_method_description': None}]",35364.68,2025-07-21T17:41:56.391426,8229a465-aefd-325c-3443-cf7ebf19b8f,f3cea16281b15
ee2c6cf5-bdb6-47c2-9616-c496365043f1,c4432b21-b248-4bff-ab46-05ec06a22da1,2025-07-31T12:00:44.246111Z,INFLOW,G03,Vigent,"{'days': None, 'type': None, 'amount': 40.2, 'date_to': '2025-05-13', 'version': '1.2', 'date_from': '2025-07-29', 'periodicity': 'WEEKLY', 'collected_at': '2025-07-31T12:00:01.819808Z', 'payment_date': '2025-07-30', 'other_payments': [], 'tax_deductions': [], 'earnings_breakdown': []}",3.3,"[{'date': '2025-07-04T14:27:15.875892', 'amount': 4286.82, 'currency': None, 'payer_rfc': 'DF7571C446', 'collected_at': '2025-07-31T12:00:01.957031Z', 'payment_type': '12', 'exchange_rate': None, 'beneficiary_rfc': 'F64153123', 'payer_bank_name': 'BANK', 'operation_number': '72112822', 'related_documents': [{'currency': None, 'amount_paid': 4286.82, 'installment': '4', 'collected_at': '2025-07-31T12:00:01.822927Z', 'exchange_rate': None, 'payment_method': 'PUE', 'previous_balance': 1396.55, 'outstanding_balance': -2890.27, 'invoice_identification': 'c4c4d1ac-dd79-fe88-bcad-a9c295cd782'}], 'payer_account_number': '982195877258', 'beneficiary_account_number': '566293721369'}]",PUJT670709UP8,0.0,FRE100730D48,Emisor EE2C,2025-07-31T12:00:02.011094Z,2023-10-27,Pago,12,0.0,1,Receptor E72D,PUE,11000,0.0,"[{'quantity': 1, 'unit_code': 'ACT', 'tax_amount': 0.0, 'description': 'Pago', 'unit_amount': 0, 'collected_at': '2025-07-31T12:00:01.821589Z', 'expense_type': None, 'payment_type': None, 'total_amount': 0.0, 'payment_method': None, 'pre_tax_amount': 0, 'retained_taxes': [], 'tax_percentage': 0, 'unit_description': 'Producto 8EB8', 'invoice_identification': None, 'product_identification': '84111506', 'payment_type_description': None, 'payment_method_description': None}]",0.0,2025-05-06T22:11:10.570894,119e563c-6681-2d51-8e2c-a1437a12df7,7fbd62d157446
f3532db4-eab4-4643-a0c7-c900ef895ba2,c4432b21-b248-4bff-ab46-05ec06a22da1,2025-07-31T12:00:44.246067Z,INFLOW,G03,Vigent,"{'days': None, 'type': None, 'amount': 40.2, 'date_to': '2025-05-13', 'version': '1.2', 'date_from': '2025-07-29', 'periodicity': 'WEEKLY', 'collected_at': '2025-07-31T12:00:01.819808Z', 'payment_date': '2025-07-30', 'other_payments': [], 'tax_deductions': [], 'earnings_breakdown': []}",3.3,[],XUXV1211023WX,10326.58,AXL380717FLW,Emisor E324,2025-07-31T12:00:02.011094Z,2023-01-26,Egreso,23,50279.74,1,Receptor FC18,PPD,11000,24588.0,"[{'quantity': 5, 'unit_code': 'E48', 'tax_amount': 5770.14, 'description': 'Servicios de mensajería.', 'unit_amount': 7212.68, 'collected_at': '2025-07-31T12:00:01.821589Z', 'expense_type': None, 'payment_type': None, 'total_amount': 41833.54, 'payment_method': None, 'pre_tax_amount': 36063.4, 'retained_taxes': [], 'tax_percentage': 16.0, 'unit_description': 'Producto 3FFD', 'invoice_identification': None, 'product_identification': '948784926', 'payment_type_description': None, 'payment_method_description': None}, {'quantity': 2, 'unit_code': 'E48', 'tax_amount': 912.51, 'description': 'Servicios de mensajería.', 'unit_amount': 2851.6, 'collected_at': '2025-07-31T12:00:01.821589Z', 'expense_type': None, 'payment_type': None, 'total_amount': 6615.71, 'payment_method': None, 'pre_tax_amount': 5703.2, 'retained_taxes': [], 'tax_percentage': 16.0, 'unit_description': 'Producto 95B3', 'invoice_identification': None, 'product_identification': '531465373', 'payment_type_description': None, 'payment_method_description': None}, {'quantity': 6, 'unit_code': 'E48', 'tax_amount': 3643.93, 'description': 'Servicios de mensajería.', 'unit_amount': 3795.76, 'collected_at': '2025-07-31T12:00:01.821589Z', 'expense_type': None, 'payment_type': None, 'total_amount': 26418.49, 'payment_method': None, 'pre_tax_amount': 22774.56, 'retained_taxes': [], 'tax_percentage': 16.0, 'unit_description': 'Producto D96E', 'invoice_identification': None, 'product_identification': '124285566', 'payment_type_description': None, 'payment_method_description': None}]",64541.16,2025-07-13T18:47:11.431779,2a1c2342-4fab-6e29-35e7-7a32d8f1826,3b1cc68526eec
ba99dfaf-bcd2-4bdb-a930-6c9bf222dd6e,c4432b21-b248-4bff-ab46-05ec06a22da1,2025-07-31T12:00:44.246038Z,INFLOW,G03,Vigent,"{'days': None, 'type': None, 'amount': 5994.78, 'date_to': '2023-08-22', 'version': '1.2', 'date_from': '2023-08-07', 'periodicity': 'WEEKLY', 'collected_at': '2025-07-31T12:00:01.819808Z', 'payment_date': '2023-09-06', 'other_payments': [{'type': 'EMPLOYMENT_SUBSIDY', 'amount': 4194.15}], 'tax_deductions': [{'type': 'OTHERS', 'amount': 2476.41}, {'type': 'RENT', 'amount': 4533.24}, {'type': 'OTHERS', 'amount': 7847.01}, {'type': 'ALIMONY', 'amount': 8473.35}, {'type': 'OTHERS', 'amount': 5087.4}, {'type': 'RENT', 'amount': 5815.06}], 'earnings_breakdown': [{'type': 'EXTRA_HOURS', 'taxable_amount': 2953.67, 'vat_free_amount': 7737.79}, {'type': 'SALARY', 'taxable_amount': 6989.05, 'vat_free_amount': 4061.51}, {'type': 'SALARY', 'taxable_amount': 8132.08, 'vat_free_amount': 9519.66}, {'type': 'SALARY', 'taxable_amount': 3041.17, 'vat_free_amount': 8233.55}, {'type': 'BONUS', 'taxable_amount': 7202.38, 'vat_free_amount': 7778.35}, {'type': 'SALARY', 'taxable_amount': 2810.48, 'vat_free_amount': 6114.39}]}",3.3,[],VODD250603T8B,826.87,WUC240818K8S,Emisor 6A1D,2025-07-31T12:00:02.011094Z,2023-09-06,Nómina,99,4474.65,1,Receptor BCEB,PUE,11000,2347.0,"[{'quantity': 1, 'unit_code': 'ACT', 'tax_amount': 826.87, 'description': 'Pago de nómina', 'unit_amount': 5167.91, 'collected_at': '2025-07-31T12:00:01.821589Z', 'expense_type': None, 'payment_type': None, 'total_amount': 5994.78, 'payment_method': None, 'pre_tax_amount': 5167.91, 'retained_taxes': [], 'tax_percentage': 16.0, 'unit_description': 'Producto BEFC', 'invoice_identification': None, 'product_identification': '84111505', 'payment_type_description': None, 'payment_method_description': None}]",5994.78,2025-07-09T18:29:44.799303,1e8345c3-5daa-c892-4e12-6545f55b91a,52f97563311b8
590fd286-9e3b-42d1-b868-0adf121956c3,c4432b21-b248-4bff-ab46-05ec06a22da1,2025-07-31T12:00:44.245976Z,OUTFLOW,G03,Vigent,"{'days': None, 'type': None, 'amount': 40.2, 'date_to': '2025-05-13', 'version': '1.2', 'date_from': '2025-07-29', 'periodicity': 'WEEKLY', 'collected_at': '2025-07-31T12:00:01.819808Z', 'payment_date': '2025-07-30', 'other_payments': [], 'tax_deductions': [], 'earnings_breakdown': []}",3.3,[],FOEH20041292G,6077.28,ODH231008BYH,Emisor C3A5,2025-07-31T12:00:02.011094Z,2023-04-02,Egreso,14,25704.24,1,Receptor B536,PPD,11000,18356.0,"[{'quantity': 8, 'unit_code': 'E48', 'tax_amount': 3795.14, 'description': 'Servicios de mensajería.', 'unit_amount': 2964.95, 'collected_at': '2025-07-31T12:00:01.821589Z', 'expense_type': None, 'payment_type': None, 'total_amount': 27514.74, 'payment_method': None, 'pre_tax_amount': 23719.6, 'retained_taxes': [], 'tax_percentage': 16.0, 'unit_description': 'Producto 26CF', 'invoice_identification': None, 'product_identification': '955358673', 'payment_type_description': None, 'payment_method_description': None}, {'quantity': 2, 'unit_code': 'E48', 'tax_amount': 2282.14, 'description': 'Servicios de mensajería.', 'unit_amount': 7131.68, 'collected_at': '2025-07-31T12:00:01.821589Z', 'expense_type': None, 'payment_type': None, 'total_amount': 16545.5, 'payment_method': None, 'pre_tax_amount': 14263.36, 'retained_taxes': [], 'tax_percentage': 16.0, 'unit_description': 'Producto 4829', 'invoice_identification': None, 'product_identification': '618683816', 'payment_type_description': None, 'payment_method_description': None}]",37982.96,2025-06-04T01:42:56.571515,169d911d-bc77-aa86-91e2-6a91f433389,72d9c46bac8bb
2d8f04c7-eba0-471c-8ee8-930dbed7bdef,c4432b21-b248-4bff-ab46-05ec06a22da1,2025-07-31T12:00:43.811162Z,OUTFLOW,G03,Vigent,"{'days': None, 'type': None, 'amount': 40.2, 'date_to': '2025-05-13', 'version': '1.2', 'date_from': '2025-07-29', 'periodicity': 'WEEKLY', 'collected_at': '2025-07-31T12:00:01.819808Z', 'payment_date': '2025-07-30', 'other_payments': [], 'tax_deductions': [], 'earnings_breakdown': []}",3.3,"[{'date': '2025-07-13T10:44:32.799152', 'amount': 1455.36, 'currency': None, 'payer_rfc': 'F4E5A5F76D', 'collected_at': '2025-07-31T12:00:01.957031Z', 'payment_type': '08', 'exchange_rate': None, 'beneficiary_rfc': '819BB5C25', 'payer_bank_name': 'BANK', 'operation_number': '64776259', 'related_documents': [{'currency': None, 'amount_paid': 1455.36, 'installment': '1', 'collected_at': '2025-07-31T12:00:01.822927Z', 'exchange_rate': None, 'payment_method': 'PPD', 'previous_balance': 9693.09, 'outstanding_balance': 8237.73, 'invoice_identification': '6c52ab93-db57-4a8b-4f44-ed98719e19c'}], 'payer_account_number': '792732947687', 'beneficiary_account_number': '441316718513'}]",LUCG4408205JN,0.0,XOX091112OZK,Emisor CEE4,2025-07-31T12:00:02.011094Z,2023-01-02,Pago,08,0.0,1,Receptor 7444,PPD,11000,0.0,"[{'quantity': 1, 'unit_code': 'ACT', 'tax_amount': 0.0, 'description': 'Pago', 'unit_amount': 0, 'collected_at': '2025-07-31T12:00:01.821589Z', 'expense_type': None, 'payment_type': None, 'total_amount': 0.0, 'payment_method': None, 'pre_tax_amount': 0, 'retained_taxes': [], 'tax_percentage': 0, 'unit_description': 'Producto EA91', 'invoice_identification': None, 'product_identification': '84111506', 'payment_type_description': None, 'payment_method_description': None}]",0.0,2025-06-21T12:49:34.275880,f6d55884-3dd8-4b88-c235-d19fdc1ee35,18c33b882a394
219960e7-691a-4cd4-b22b-6816707d14a7,c4432b21-b248-4bff-ab46-05ec06a22da1,2025-07-31T12:00:43.811140Z,OUTFLOW,G03,Vigent,"{'days': None, 'type': None, 'amount': 5013.4, 'date_to': '2022-12-19', 'version': '1.2', 'date_from': '2022-12-04', 'periodicity': 'WEEKLY', 'collected_at': '2025-07-31T12:00:01.819808Z', 'payment_date': '2023-01-03', 'other_payments': [{'type': 'EMPLOYMENT_SUBSIDY', 'amount': 2823.14}, {'type': 'EMPLOYMENT_SUBSIDY', 'amount': 4340.48}, {'type': 'EMPLOYMENT_SUBSIDY', 'amount': 8316.67}, {'type': 'TRAVEL_ALLOWANCES', 'amount': 6346.14}, {'type': 'EMPLOYMENT_SUBSIDY', 'amount': 5980.92}, {'type': 'TRAVEL_ALLOWANCES', 'amount': 5195.34}, {'type': 'TRAVEL_ALLOWANCES', 'amount': 6597.61}, {'type': 'EMPLOYMENT_SUBSIDY', 'amount': 9488.14}, {'type': 'TRAVEL_ALLOWANCES', 'amount': 2881.5}], 'tax_deductions': [{'type': 'RENT', 'amount': 3927.57}], 'earnings_breakdown': [{'type': 'EXTRA_HOURS', 'taxable_amount': 8199.1, 'vat_free_amount': 9628.96}, {'type': 'EXTRA_HOURS', 'taxable_amount': 1018.17, 'vat_free_amount': 4089.85}, {'type': 'EXTRA_HOURS', 'taxable_amount': 3751.95, 'vat_free_amount': 8064.22}]}",3.3,[],HUXV8109075EV,691.5,PVO351129XU6,Emisor B976,2025-07-31T12:00:02.011094Z,2023-01-03,Nómina,25,4819.9,1,Receptor F47A,PPD,11000,885.0,"[{'quantity': 1, 'unit_code': 'ACT', 'tax_amount': 691.5, 'description': 'Pago de nómina', 'unit_amount': 4321.9, 'collected_at': '2025-07-31T12:00:01.821589Z', 'expense_type': None, 'payment_type': None, 'total_amount': 5013.4, 'payment_method': None, 'pre_tax_amount': 4321.9, 'retained_taxes': [], 'tax_percentage': 16.0, 'unit_description': 'Producto A116', 'invoice_identification': None, 'product_identification': '84111505', 'payment_type_description': None, 'payment_method_description': None}]",5013.4,2025-07-06T03:56:09.331490,235a1376-fa15-d146-35ad-3e6dc244e2c,e6cab3ebcc8a8
d1030486-7593-42ef-a444-bb50fffba217,c4432b21-b248-4bff-ab46-05ec06a22da1,2025-07-31T12:00:43.811119Z,INFLOW,G03,Vigent,"{'days': None, 'type': None, 'amount': 40.2, 'date_to': '2025-05-13', 'version': '1.2', 'date_from': '2025-07-29', 'periodicity': 'WEEKLY', 'collected_at': '2025-07-31T12:00:01.819808Z', 'payment_date': '2025-07-30', 'other_payments': [], 'tax_deductions': [], 'earnings_breakdown': []}",3.3,"[{'date': '2025-06-11T10:34:28.721672', 'amount': 4975.4, 'currency': None, 'payer_rfc': '92BB7E818F', 'collected_at': '2025-07-31T12:00:01.957031Z', 'payment_type': '06', 'exchange_rate': None, 'beneficiary_rfc': '61679B93C', 'payer_bank_name': 'BANK', 'operation_number': '21747399', 'related_documents': [{'currency': None, 'amount_paid': 4975.4, 'installment': '2', 'collected_at': '2025-07-31T12:00:01.822927Z', 'exchange_rate': None, 'payment_method': 'PUE', 'previous_balance': 2357.84, 'outstanding_balance': -2617.56, 'invoice_identification': '42e9beaa-1977-ea87-bd8a-a5f472467a8'}], 'payer_account_number': '867862718993', 'beneficiary_account_number': '555517548811'}]",UONA521005IMX,0.0,HAL540128RFZ,Emisor F7EA,2025-07-31T12:00:02.011094Z,2023-01-23,Pago,06,0.0,1,Receptor F465,PUE,11000,0.0,"[{'quantity': 1, 'unit_code': 'ACT', 'tax_amount': 0.0, 'description': 'Pago', 'unit_amount': 0, 'collected_at': '2025-07-31T12:00:01.821589Z', 'expense_type': None, 'payment_type': None, 'total_amount': 0.0, 'payment_method': None, 'pre_tax_amount': 0, 'retained_taxes': [], 'tax_percentage': 0, 'unit_description': 'Producto 3A11', 'invoice_identification': None, 'product_identification': '84111506', 'payment_type_description': None, 'payment_method_description': None}]",0.0,2025-05-05T00:07:48.985528,697b7a44-fe6c-2da6-2ef2-3385ceb3293,5f7dfd1d43b77
